cof-outlier=1.147973419512719,abod-outlier=1.6938833506761444E-38,inflo-outlier=1.0378135105913908,knn-outlier=14225.608376818196,knnw-outlier=88118.27200488359,ldf-outlier=0.0,ldof-outlier=0.8414888286060613,simplified-lof-outlier=1.8281585371962823,loop-outlier=0.10270737878358624,odin=0.9340659340659327,simplified-lof-outlier=1.0675649702644274
cof-outlier=1.4095710260723646,abod-outlier=1.2237843250038128E-37,inflo-outlier=1.014152577729422,knn-outlier=13045.494510646195,knnw-outlier=63064.17440121269,ldf-outlier=0.0,ldof-outlier=0.8641478471487599,simplified-lof-outlier=2.0135237578066443,loop-outlier=0.1932004739855146,odin=0.7692307692307685,simplified-lof-outlier=1.0750559940603752
cof-outlier=1.1163184070002925,abod-outlier=8.077105013232515E-39,inflo-outlier=0.9890009913756157,knn-outlier=23276.816919935598,knnw-outlier=116697.32220667646,ldf-outlier=0.0,ldof-outlier=0.8241806281850257,simplified-lof-outlier=1.1365223108521691,loop-outlier=0.006736166373358756,odin=1.0439560439560422,simplified-lof-outlier=1.1529873662796133
cof-outlier=1.0901267378740291,abod-outlier=9.566007743297686E-38,inflo-outlier=1.0681085002338393,knn-outlier=12443.981847551851,knnw-outlier=78014.7205484277,ldf-outlier=0.0,ldof-outlier=0.8947362062191255,simplified-lof-outlier=1.111537465445851,loop-outlier=0.27252404975671296,odin=0.7692307692307685,simplified-lof-outlier=1.4854936455343912
cof-outlier=1.0896783145804356,abod-outlier=1.2991632439151658E-39,inflo-outlier=0.998150238028107,knn-outlier=52689.375171451786,knnw-outlier=185793.28518325416,ldf-outlier=0.0,ldof-outlier=0.7924411276873808,simplified-lof-outlier=1.861255118856688,loop-outlier=0.021590223201347646,odin=1.1538461538461517,simplified-lof-outlier=1.1788235309272401
cof-outlier=1.139339171551727,abod-outlier=3.244828532089368E-39,inflo-outlier=1.4402719519395792,knn-outlier=22819.699387154513,knnw-outlier=106127.41032372281,ldf-outlier=0.0,ldof-outlier=0.9494760696966766,simplified-lof-outlier=1.04858637062248,loop-outlier=8.643421301754837E-4,odin=0.5494505494505495,simplified-lof-outlier=1.5827046753321685
cof-outlier=1.0670507431456782,abod-outlier=9.415115212848687E-37,inflo-outlier=1.0,knn-outlier=8740.333018838584,knnw-outlier=44616.79966973875,ldf-outlier=0.0,ldof-outlier=0.8679830962074037,simplified-lof-outlier=1.4294533396821445,loop-outlier=0.12217481032423035,odin=1.2857142857142831,simplified-lof-outlier=1.0450398479584084
cof-outlier=1.1415253222260886,abod-outlier=2.5467979367376205E-39,inflo-outlier=1.292698711376816,knn-outlier=23074.22657566229,knnw-outlier=130759.18932426376,ldf-outlier=0.0,ldof-outlier=0.9508942021055848,simplified-lof-outlier=1.3672494585038797,loop-outlier=0.08798726843866359,odin=0.5934065934065933,simplified-lof-outlier=1.6016912136687476
cof-outlier=1.675180634153622,abod-outlier=1.3228228154953095E-40,inflo-outlier=1.0119155360773953,knn-outlier=18198.371031034618,knnw-outlier=131760.9893508495,ldf-outlier=0.0,ldof-outlier=1.0040065985476072,simplified-lof-outlier=4.009908307967597,loop-outlier=0.7185881346590378,odin=1.1868131868131846,simplified-lof-outlier=1.3526532559000426
cof-outlier=1.106187063192205,abod-outlier=1.722405372752718E-38,inflo-outlier=1.0489999181381373,knn-outlier=18737.563429523063,knnw-outlier=101645.49051808885,ldf-outlier=0.0,ldof-outlier=0.8665626990801473,simplified-lof-outlier=1.03243475395464,loop-outlier=0.08095174430122332,odin=0.9230769230769218,simplified-lof-outlier=1.323164274721708
cof-outlier=1.139149651125833,abod-outlier=5.188402281760393E-39,inflo-outlier=1.1276596110435144,knn-outlier=23280.873455475266,knnw-outlier=121058.15125699712,ldf-outlier=0.0,ldof-outlier=0.9909796369920921,simplified-lof-outlier=0.9498321921701217,loop-outlier=0.19662695263467977,odin=0.8351648351648342,simplified-lof-outlier=1.6100588051780322
cof-outlier=0.9617765769158074,abod-outlier=1.2943176892349988E-36,inflo-outlier=1.8037682885534299,knn-outlier=17155.33635428649,knnw-outlier=81467.8877492048,ldf-outlier=0.0,ldof-outlier=1.0008660994023677,simplified-lof-outlier=1.0492997020248804,loop-outlier=0.0050596093143941865,odin=0.5384615384615385,simplified-lof-outlier=2.6835220311150936
cof-outlier=1.1134749138521471,abod-outlier=2.3890406297283944E-39,inflo-outlier=2.5041400401764964,knn-outlier=20209.062751368845,knnw-outlier=126185.39978785349,ldf-outlier=0.0,ldof-outlier=1.3185949786700522,simplified-lof-outlier=1.3223184833470671,loop-outlier=0.1638691748042687,odin=0.5934065934065933,simplified-lof-outlier=4.168807258068039
cof-outlier=1.2399479377249192,abod-outlier=3.4744881542189404E-42,inflo-outlier=1.1757740373088288,knn-outlier=111936.56426260188,knnw-outlier=517169.4806751325,ldf-outlier=0.0,ldof-outlier=0.9455690084984678,simplified-lof-outlier=1.0483889355621345,loop-outlier=0.21209635210021818,odin=0.879120879120878,simplified-lof-outlier=1.435043545328142
cof-outlier=1.2205924250350706,abod-outlier=1.097242251593757E-35,inflo-outlier=0.9487018484811506,knn-outlier=9159.256913669256,knnw-outlier=66450.3220784658,ldf-outlier=0.0,ldof-outlier=0.8839217639634491,simplified-lof-outlier=1.3807446519387696,loop-outlier=0.20036526107362723,odin=1.2637362637362612,simplified-lof-outlier=1.1412948649567445
cof-outlier=1.1313853871203527,abod-outlier=2.518546672584291E-40,inflo-outlier=1.0592546612081586,knn-outlier=27701.988023057118,knnw-outlier=156860.1985691446,ldf-outlier=0.0,ldof-outlier=0.9160882604658651,simplified-lof-outlier=1.4510749110483068,loop-outlier=0.14487262720219474,odin=1.2637362637362612,simplified-lof-outlier=1.6156715466328841
cof-outlier=1.2183618267197893,abod-outlier=1.0209943497942563E-35,inflo-outlier=0.9510062773021697,knn-outlier=9210.333175873611,knnw-outlier=67065.93448575921,ldf-outlier=0.0,ldof-outlier=0.8886155140128615,simplified-lof-outlier=1.390846749034907,loop-outlier=0.18788141516804435,odin=1.2527472527472503,simplified-lof-outlier=1.147187032595486
cof-outlier=1.0734077256648074,abod-outlier=3.478285111506844E-41,inflo-outlier=0.9614386264566799,knn-outlier=107000.15670582683,knnw-outlier=323149.35459987534,ldf-outlier=0.0,ldof-outlier=0.8245250932743884,simplified-lof-outlier=1.574064935867268,loop-outlier=5.134657175833524E-5,odin=0.8351648351648342,simplified-lof-outlier=1.0683910545061723
