cof-outlier=1.8808423100813247,abod-outlier=6.885119621437094E-39,inflo-outlier=1.0093814264620178,knn-outlier=10175.192523431682,knnw-outlier=1140772.8222961111,ldf-outlier=0.0,ldof-outlier=0.863887826591809,simplified-lof-outlier=1.1652344838181092,loop-outlier=0.04755703919996662,odin=0.9827586206896559,simplified-lof-outlier=1.5904696799311593
cof-outlier=1.4608658327962067,abod-outlier=2.579216904065198E-38,inflo-outlier=1.017724935943041,knn-outlier=9655.200193476054,knnw-outlier=1037900.4740388752,ldf-outlier=0.0,ldof-outlier=0.9128720704774982,simplified-lof-outlier=1.331771670648527,loop-outlier=0.06798197408561982,odin=1.0172413793103454,simplified-lof-outlier=1.9568171782042814
cof-outlier=1.2947127341017888,abod-outlier=2.088931919909946E-39,inflo-outlier=1.1221371260223936,knn-outlier=18503.697127449963,knnw-outlier=1870024.0222283977,ldf-outlier=0.0,ldof-outlier=0.7968467593529259,simplified-lof-outlier=1.0317293917809565,loop-outlier=0.04066866209712715,odin=0.9482758620689662,simplified-lof-outlier=1.0628237929545594
cof-outlier=1.3749377183238054,abod-outlier=1.9281249093741426E-38,inflo-outlier=1.3874382523037996,knn-outlier=11477.902449836196,knnw-outlier=1055408.6567529244,ldf-outlier=0.0,ldof-outlier=0.876169053774603,simplified-lof-outlier=1.5758863331591713,loop-outlier=0.30398086292149423,odin=0.6551724137931035,simplified-lof-outlier=1.1222961256896244
cof-outlier=1.5553619691938103,abod-outlier=2.518864797844549E-40,inflo-outlier=1.143371619091599,knn-outlier=40466.68688374797,knnw-outlier=3971802.4620426204,ldf-outlier=0.0,ldof-outlier=0.7756275919432818,simplified-lof-outlier=1.055012319418389,loop-outlier=0.07923644300471579,odin=1.0172413793103454,simplified-lof-outlier=1.2994671697021676
cof-outlier=1.2763089886602481,abod-outlier=7.829511532862685E-40,inflo-outlier=1.166137090570912,knn-outlier=17530.69861616188,knnw-outlier=1731173.1940374412,ldf-outlier=0.0,ldof-outlier=0.8579479863129017,simplified-lof-outlier=1.0356029698694316,loop-outlier=0.08799294309243522,odin=0.6206896551724138,simplified-lof-outlier=1.0167695356439246
cof-outlier=1.8902400261300332,abod-outlier=3.597750361243471E-37,inflo-outlier=1.0138952892956268,knn-outlier=6469.109897559323,knnw-outlier=680857.2613158638,ldf-outlier=0.0,ldof-outlier=0.9384069834941959,simplified-lof-outlier=1.1918163362632233,loop-outlier=0.08203788782916836,odin=1.2241379310344824,simplified-lof-outlier=1.321280789034556
cof-outlier=1.4879617876474818,abod-outlier=7.181054901360192E-40,inflo-outlier=1.2835254796311053,knn-outlier=18448.820737060676,knnw-outlier=1794326.4109020543,ldf-outlier=0.0,ldof-outlier=0.8893432182559764,simplified-lof-outlier=1.1897418587191835,loop-outlier=0.14238545720357304,odin=0.6551724137931035,simplified-lof-outlier=1.274567296429679
cof-outlier=2.5147090844047737,abod-outlier=2.02146335355019E-40,inflo-outlier=1.357755501877398,knn-outlier=13768.102071705453,knnw-outlier=1548218.6574570837,ldf-outlier=0.0,ldof-outlier=1.1167893152037498,simplified-lof-outlier=2.412904971433046,loop-outlier=0.4176925725432822,odin=0.8275862068965522,simplified-lof-outlier=3.386347016986407
cof-outlier=1.4102973995437145,abod-outlier=3.4154865722275245E-39,inflo-outlier=1.1751256613850702,knn-outlier=16216.875314048635,knnw-outlier=1511567.5004117135,ldf-outlier=0.0,ldof-outlier=0.8521633266405063,simplified-lof-outlier=1.1246032392023175,loop-outlier=0.13207713079802327,odin=0.8793103448275867,simplified-lof-outlier=1.0557868159500337
cof-outlier=1.111425059573227,abod-outlier=1.3618291625829812E-39,inflo-outlier=1.401576227133863,knn-outlier=21191.42422538419,knnw-outlier=1927044.4052116084,ldf-outlier=0.0,ldof-outlier=1.034819725039243,simplified-lof-outlier=1.3001401837956323,loop-outlier=0.25436880816582097,odin=0.4999999999999998,simplified-lof-outlier=0.943252811554236
cof-outlier=1.0716016790803078,abod-outlier=5.523552023467996E-37,inflo-outlier=1.0149636930118067,knn-outlier=12861.564372038885,knnw-outlier=1320995.9421442167,ldf-outlier=0.0,ldof-outlier=0.9413889086227779,simplified-lof-outlier=1.0030378907042667,loop-outlier=0.11923802420690859,odin=0.7413793103448278,simplified-lof-outlier=1.0015585432183476
cof-outlier=1.420190012303832,abod-outlier=6.003108013479844E-40,inflo-outlier=2.0642139571163036,knn-outlier=19996.862938008373,knnw-outlier=1668509.3056051289,ldf-outlier=0.0,ldof-outlier=1.193045678990932,simplified-lof-outlier=2.153222580603024,loop-outlier=0.38877839523213414,odin=0.603448275862069,simplified-lof-outlier=1.1663536778750945
cof-outlier=1.3645540077498843,abod-outlier=7.09003788060736E-43,inflo-outlier=1.0278478226819587,knn-outlier=85482.57053996739,knnw-outlier=8580267.419803895,ldf-outlier=0.0,ldof-outlier=0.9394169297518952,simplified-lof-outlier=1.3179957528974766,loop-outlier=0.19205605381119212,odin=0.844827586206897,simplified-lof-outlier=1.2088311975194874
cof-outlier=1.357258038600399,abod-outlier=4.3008503272511364E-36,inflo-outlier=0.9948591208409594,knn-outlier=7457.679816585049,knnw-outlier=775878.1386823601,ldf-outlier=0.0,ldof-outlier=0.921120220645079,simplified-lof-outlier=1.3433487026360398,loop-outlier=0.12036397572410842,odin=1.0862068965517244,simplified-lof-outlier=1.4086072114004404
cof-outlier=1.826557025107462,abod-outlier=9.310853567185458E-41,inflo-outlier=1.4437477094539488,knn-outlier=26256.933387023702,knnw-outlier=2220996.645181415,ldf-outlier=0.0,ldof-outlier=0.9198188098433207,simplified-lof-outlier=1.3516205623239665,loop-outlier=0.2581374203149881,odin=0.9827586206896559,simplified-lof-outlier=1.2652749638682679
cof-outlier=1.357258038600399,abod-outlier=4.369288083054774E-36,inflo-outlier=1.0066000749671493,knn-outlier=7467.655337969208,knnw-outlier=780034.9004453594,ldf-outlier=0.0,ldof-outlier=0.9256225504815236,simplified-lof-outlier=1.3529735390858295,loop-outlier=0.12589590400446785,odin=1.0689655172413797,simplified-lof-outlier=1.4974787958253382
cof-outlier=1.3896779272307955,abod-outlier=9.045740007106486E-42,inflo-outlier=0.8982133220856314,knn-outlier=78107.52970611677,knnw-outlier=7832048.534122255,ldf-outlier=0.0,ldof-outlier=0.7985032180765878,simplified-lof-outlier=1.0194338537401577,loop-outlier=0.0,odin=1.0689655172413797,simplified-lof-outlier=1.1940094147033242
cof-outlier=1.90550224835071,abod-outlier=6.712009917223519E-41,inflo-outlier=1.1883988938881938,knn-outlier=35924.65276480901,knnw-outlier=3380246.119234666,ldf-outlier=0.0,ldof-outlier=0.8057822319176655,simplified-lof-outlier=0.9892920134441732,loop-outlier=0.07770398830138862,odin=0.724137931034483,simplified-lof-outlier=0.9869553048187341
cof-outlier=1.1037930081573282,abod-outlier=1.8248710769432188E-41,inflo-outlier=0.8825912997671882,knn-outlier=30556.344912890025,knnw-outlier=3201241.617566244,ldf-outlier=0.0,ldof-outlier=0.7889487310947794,simplified-lof-outlier=1.119889301826984,loop-outlier=0.02665742950922464,odin=0.965517241379311,simplified-lof-outlier=1.253163335492217
cof-outlier=1.1037930081573282,abod-outlier=7.080952481151871E-41,inflo-outlier=0.897688566164103,knn-outlier=30750.038502419797,knnw-outlier=3209693.7727634776,ldf-outlier=0.0,ldof-outlier=0.7914764641085295,simplified-lof-outlier=1.1153640545135635,loop-outlier=0.02972233436959201,odin=0.965517241379311,simplified-lof-outlier=1.2593426715239466
cof-outlier=1.0232703556625353,abod-outlier=6.94636536433733E-38,inflo-outlier=1.1328280156907844,knn-outlier=36110.18768451502,knnw-outlier=3519434.31743729,ldf-outlier=0.0,ldof-outlier=0.8076825041981279,simplified-lof-outlier=0.9943428602162505,loop-outlier=0.0991368236891412,odin=0.9137931034482765,simplified-lof-outlier=0.8587842376115722
cof-outlier=1.0232703556625353,abod-outlier=9.235833694531025E-37,inflo-outlier=1.1331749265890463,knn-outlier=36103.61871905502,knnw-outlier=3517902.3887240095,ldf-outlier=0.0,ldof-outlier=0.8072795773877902,simplified-lof-outlier=0.9933162219292423,loop-outlier=0.09873948431590761,odin=0.9137931034482765,simplified-lof-outlier=0.8554788457270642
cof-outlier=1.3388885703290068,abod-outlier=1.2944878669262558E-38,inflo-outlier=1.2021900287200533,knn-outlier=9409.559652743892,knnw-outlier=1131678.2336785663,ldf-outlier=0.0,ldof-outlier=0.8033973802862607,simplified-lof-outlier=1.0991859144905574,loop-outlier=0.07070064670713909,odin=0.7758620689655176,simplified-lof-outlier=1.4621099335725853
cof-outlier=1.483252720665729,abod-outlier=2.9356032028599216E-36,inflo-outlier=1.0132505865949948,knn-outlier=9220.319555291997,knnw-outlier=992172.3433419019,ldf-outlier=0.0,ldof-outlier=0.8576061656321174,simplified-lof-outlier=1.062938670171707,loop-outlier=0.04888434477268457,odin=1.051724137931035,simplified-lof-outlier=1.1052016008815257
cof-outlier=1.3360979201209304,abod-outlier=7.243935616941202E-38,inflo-outlier=1.0680783441085493,knn-outlier=10025.490502444258,knnw-outlier=852952.1391552604,ldf-outlier=0.0,ldof-outlier=0.8113615040673748,simplified-lof-outlier=1.0444468034141363,loop-outlier=0.04409349210773115,odin=1.1724137931034482,simplified-lof-outlier=1.1362942568466097
cof-outlier=1.9654433877481872,abod-outlier=8.873613309111621E-39,inflo-outlier=1.327146765636435,knn-outlier=11065.42777781772,knnw-outlier=1035578.7138892626,ldf-outlier=0.0,ldof-outlier=0.9440251946099159,simplified-lof-outlier=1.5229918629421537,loop-outlier=0.23966965478898694,odin=0.5862068965517241,simplified-lof-outlier=1.2380417946348994
cof-outlier=1.168664768480547,abod-outlier=7.604797370814105E-37,inflo-outlier=1.0,knn-outlier=7739.928728890209,knnw-outlier=878482.5907835411,ldf-outlier=0.0,ldof-outlier=0.7852631813243671,simplified-lof-outlier=0.9957436403478876,loop-outlier=0.0,odin=1.1551724137931034,simplified-lof-outlier=1.0326351831208085
cof-outlier=1.2361306695730887,abod-outlier=2.8694112063844478E-39,inflo-outlier=2.19452336608465,knn-outlier=11200.70823289571,knnw-outlier=1035145.1462793554,ldf-outlier=0.0,ldof-outlier=1.246093459607478,simplified-lof-outlier=3.87994581678486,loop-outlier=0.662769389177132,odin=0.5517241379310344,simplified-lof-outlier=1.7528407343430867
cof-outlier=1.111425059573227,abod-outlier=9.42063171325098E-40,inflo-outlier=1.4089202496889455,knn-outlier=20990.518143626185,knnw-outlier=1922784.970722983,ldf-outlier=0.0,ldof-outlier=1.0315273635985702,simplified-lof-outlier=1.2934731544258664,loop-outlier=0.26097750540531556,odin=0.5344827586206895,simplified-lof-outlier=0.9372199455135065
